,,4/24/2026,Latest Pipeline Update Date,,,,,,,,,,,,,,,,,,,,Link to Randomization Goals,,,,,,,,,,,,,,,,,,,Site Selector:,,,,,,,,,,,,,,,,,,Sponsor Selection:,,"Click on the upper ""+"" view month and lower ""+"" to view Qtr ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtotal,Vaccine,,Subtotal - Vaccine,527,93.5%,"  103,205,242 ","  20,145,470 ","  25,357,526 ","  21,215,909 ","  36,486,337 ","  8,828,080 ","  5,636,086 ","  5,681,304 ","  6,626,338 ","  11,005,388 ","  7,725,800 ","  5,738,541 ","  9,010,320 ","  6,467,048 ","  13,259,511 ","  15,713,098 ","  7,513,728 ",87.6%,"  69,523,521 ","  17,412,746 ","  15,676,859 ","  8,680,601 ","  27,753,315 ","  7,270,935 ","  5,809,270 ","  4,332,541 ","  5,360,731 ","  6,888,725 ","  3,427,403 ","  3,339,472 ","  3,099,033 ","  2,242,096 ","  11,742,278 ","  10,334,406 ","  5,676,631 ",82.9%,"  55,151,075 ","  13,879,340 ","  15,505,124 ","  7,294,929 ","  18,471,682 ","  4,700,189 ","  3,055,234 ","  6,123,917 ","  8,035,432 ","  4,602,337 ","  2,867,355 ","  2,864,886 ","  2,564,323 ","  1,865,720 ","  5,358,588 ","  5,589,055 ","  7,524,039 ",64.2%,"  42,668,221 ","  18,952,000 ","  23,716,221 ","  18,952,000 ","  10,390,366 ","  2,959,978 ","  10,365,877 ","  5,485,396 ","  6,112,735 ","  7,353,869 ","  4,476,028 ","  3,891,862 ","  2,022,476 ","  1,288,903 ","  842,204 ","  828,871 ","  6,597,608 ","  2,077,516 ","  1,690,752 ",27.1%,"  5,160,500 ","  2,353,019 ","  1,918,377 ","  562,821 ","  326,282 ","  1,342,333 ","  740,993 ","  269,693 ","  941,239 ","  746,788 ","  230,350 ","  283,959 ","  221,246 ","  57,616 ","  168,826 ","  110,745 ","  46,711 ",,"  114,672 ","  22,384 ","  28,175 ","  23,573 ","  40,540 ","  9,809 ","  6,262 ","  6,313 ","  7,363 ","  12,228 ","  8,584 ","  6,376 ","  10,011 ","  7,186 ","  14,733 ","  17,459 ","  8,349 ",,"  77,248 ","  19,347 ","  17,419 ","  9,645 ","  30,837 ","  8,079 ","  6,455 ","  4,814 ","  5,956 ","  7,654 ","  3,808 ","  3,711 ","  3,443 ","  2,491 ","  13,047 ","  11,483 ","  6,307 ",,"  61,279 ","  15,421 ","  17,228 ","  8,105 ","  20,524 ","  5,222 ","  3,395 ","  6,804 ","  8,928 ","  5,114 ","  3,186 ","  3,183 ","  2,849 ","  2,073 ","  5,954 ","  6,210 ","  8,360 ",,"  47,409 ",  - ,"  47,409 ","  21,058 ","  11,545 ","  3,289 ","  11,518 ","  6,095 ","  6,792 ","  8,171 ","  4,973 ","  4,324 ","  2,247 ","  1,432 ",  936 ,  921 ,"  7,331 ","  2,308 ","  1,879 ",,,,,#REF!
Subtotal,Non-Vaccine,,Subtotal - Non-Vaccine,298,6.5%,"  7,141,338 ","  2,358,711 ","  1,668,634 ","  1,790,156 ","  1,323,837 ","  649,893 ","  900,468 ","  808,350 ","  577,038 ","  645,799 ","  445,797 ","  430,512 ","  689,991 ","  669,653 ","  450,273 ","  510,688 ","  362,876 ",12.4%,"  9,824,331 ","  2,103,027 ","  2,835,981 ","  2,477,531 ","  2,407,792 ","  506,151 ","  770,031 ","  826,845 ","  737,758 ","  816,122 ","  1,282,101 ","  875,343 ","  806,677 ","  795,511 ","  819,916 ","  744,712 ","  843,164 ",17.1%,"  11,405,405 ","  2,620,684 ","  2,669,576 ","  3,145,424 ","  2,969,721 ","  898,106 ","  781,659 ","  940,919 ","  856,702 ","  973,145 ","  839,729 ","  1,043,014 ","  1,163,351 ","  939,059 ","  1,106,233 ","  865,218 ","  998,270 ",24.3%,"  16,169,094 ","  2,980,289 ","  13,188,805 ","  2,980,289 ","  3,425,469 ","  5,456,765 ","  4,306,571 ","  928,126 ","  977,696 ","  1,074,467 ","  807,605 ","  1,026,286 ","  1,591,578 ","  1,879,360 ","  1,825,845 ","  1,751,560 ","  1,682,394 ","  1,419,241 ","  1,204,935 ",36.0%,"  6,852,518 ","  2,408,713 ","  1,930,706 ","  1,513,693 ","  999,405 ","  935,884 ","  667,338 ","  805,491 ","  652,145 ","  593,012 ","  685,550 ","  541,794 ","  516,466 ","  455,433 ","  372,264 ","  359,585 ","  267,555 ",,"  7,935 ","  2,621 ","  1,854 ","  1,989 ","  1,471 ",  722 ,"  1,001 ",  898 ,  641 ,  718 ,  495 ,  478 ,  767 ,  744 ,  500 ,  567 ,  403 ,,"  10,916 ","  2,337 ","  3,151 ","  2,753 ","  2,675 ",  562 ,  856 ,  919 ,  820 ,  907 ,"  1,425 ",  973 ,  896 ,  884 ,  911 ,  827 ,  937 ,,"  12,673 ","  2,912 ","  2,966 ","  3,495 ","  3,300 ",  998 ,  869 ,"  1,045 ",  952 ,"  1,081 ",  933 ,"  1,159 ","  1,293 ","  1,043 ","  1,229 ",  961 ,"  1,109 ",,"  17,966 ",  - ,"  17,966 ","  3,311 ","  3,806 ","  6,063 ","  4,785 ","  1,031 ","  1,086 ","  1,194 ",  897 ,"  1,140 ","  1,768 ","  2,088 ","  2,029 ","  1,946 ","  1,869 ","  1,577 ","  1,339 ",,,,,#REF!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!
,,,Total - Backlog,825,100.0%,"  110,346,580 ","  22,504,181 ","  27,026,160 ","  23,006,065 ","  37,810,174 ","  9,477,973 ","  6,536,554 ","  6,489,654 ","  7,203,376 ","  11,651,187 ","  8,171,597 ","  6,169,053 ","  9,700,311 ","  7,136,701 ","  13,709,784 ","  16,223,786 ","  7,876,604 ",100.0%,"  79,347,852 ","  19,515,773 ","  18,512,840 ","  11,158,132 ","  30,161,107 ","  7,777,086 ","  6,579,301 ","  5,159,386 ","  6,098,489 ","  7,704,847 ","  4,709,504 ","  4,214,815 ","  3,905,710 ","  3,037,607 ","  12,562,194 ","  11,079,118 ","  6,519,795 ",100.0%,"  66,556,480 ","  16,500,024 ","  18,174,700 ","  10,440,353 ","  21,441,403 ","  5,598,295 ","  3,836,893 ","  7,064,836 ","  8,892,134 ","  5,575,482 ","  3,707,084 ","  3,907,900 ","  3,727,674 ","  2,804,779 ","  6,464,821 ","  6,454,273 ","  8,522,309 ",88.5%,"  58,837,315 ","  21,932,289 ","  36,905,026 ","  21,932,289 ","  13,815,835 ","  8,416,743 ","  14,672,448 ","  6,413,522 ","  7,090,431 ","  8,428,336 ","  5,283,632 ","  4,918,149 ","  3,614,054 ","  3,168,264 ","  2,668,049 ","  2,580,431 ","  8,280,002 ","  3,496,758 ","  2,895,688 ",63.0%,"  12,013,018 ","  4,761,733 ","  3,849,084 ","  2,076,514 ","  1,325,687 ","  2,278,218 ","  1,408,330 ","  1,075,185 ","  1,593,384 ","  1,339,800 ","  915,899 ","  825,753 ","  737,712 ","  513,050 ","  541,090 ","  470,330 ","  314,267 ",,"  122,607 ","  25,005 ","  30,029 ","  25,562 ","  42,011 ","  10,531 ","  7,263 ","  7,211 ","  8,004 ","  12,946 ","  9,080 ","  6,855 ","  10,778 ","  7,930 ","  15,233 ","  18,026 ","  8,752 ",,"  88,164 ","  21,684 ","  20,570 ","  12,398 ","  33,512 ","  8,641 ","  7,310 ","  5,733 ","  6,776 ","  8,561 ","  5,233 ","  4,683 ","  4,340 ","  3,375 ","  13,958 ","  12,310 ","  7,244 ",,"  73,952 ","  18,333 ","  20,194 ","  11,600 ","  23,824 ","  6,220 ","  4,263 ","  7,850 ","  9,880 ","  6,195 ","  4,119 ","  4,342 ","  4,142 ","  3,116 ","  7,183 ","  7,171 ","  9,469 ",,"  65,375 ",  - ,"  65,375 ","  24,369 ","  15,351 ","  9,352 ","  16,303 ","  7,126 ","  7,878 ","  9,365 ","  5,871 ","  5,465 ","  4,016 ","  3,520 ","  2,964 ","  2,867 ","  9,200 ","  3,885 ","  3,217 ",,,,,#REF!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!
,,,Total - Vaccine,"1,028",93.5%,"  103,205,242 ","  20,145,470 ","  25,357,526 ","  21,215,909 ","  36,486,337 ","  8,828,080 ","  5,636,086 ","  5,681,304 ","  6,626,338 ","  11,005,388 ","  7,725,800 ","  5,738,541 ","  9,010,320 ","  6,467,048 ","  13,259,511 ","  15,713,098 ","  7,513,728 ",87.6%,"  69,523,521 ","  17,412,746 ","  15,676,859 ","  8,680,601 ","  27,753,315 ","  7,270,935 ","  5,809,270 ","  4,332,541 ","  5,360,731 ","  6,888,725 ","  3,427,403 ","  3,339,472 ","  3,099,033 ","  2,242,096 ","  11,742,278 ","  10,334,406 ","  5,676,631 ",82.9%,"  55,151,075 ","  13,879,340 ","  15,505,124 ","  7,294,929 ","  18,471,682 ","  4,700,189 ","  3,055,234 ","  6,123,917 ","  8,035,432 ","  4,602,337 ","  2,867,355 ","  2,864,886 ","  2,564,323 ","  1,865,720 ","  5,358,588 ","  5,589,055 ","  7,524,039 ",69.3%,"  46,046,289 ","  18,952,000 ","  27,094,289 ","  18,952,000 ","  10,579,290 ","  3,455,659 ","  13,059,339 ","  5,485,396 ","  6,112,735 ","  7,353,869 ","  4,476,028 ","  3,969,622 ","  2,133,640 ","  1,403,815 ","  957,116 ","  1,094,728 ","  7,806,756 ","  2,999,905 ","  2,252,678 ",36.5%,"  6,956,472 ","  3,232,434 ","  2,641,290 ","  690,182 ","  392,567 ","  1,662,702 ","  1,029,300 ","  540,432 ","  1,241,749 ","  996,732 ","  402,809 ","  329,888 ","  258,957 ","  101,336 ","  208,067 ","  128,453 ","  56,047 ",,"  114,672 ","  22,384 ","  28,175 ","  23,573 ","  40,540 ","  9,809 ","  6,262 ","  6,313 ","  7,363 ","  12,228 ","  8,584 ","  6,376 ","  10,011 ","  7,186 ","  14,733 ","  17,459 ","  8,349 ",,"  77,248 ","  19,347 ","  17,419 ","  9,645 ","  30,837 ","  8,079 ","  6,455 ","  4,814 ","  5,956 ","  7,654 ","  3,808 ","  3,711 ","  3,443 ","  2,491 ","  13,047 ","  11,483 ","  6,307 ",,"  61,279 ","  15,421 ","  17,228 ","  8,105 ","  20,524 ","  5,222 ","  3,395 ","  6,804 ","  8,928 ","  5,114 ","  3,186 ","  3,183 ","  2,849 ","  2,073 ","  5,954 ","  6,210 ","  8,360 ",,"  51,163 ",  - ,"  51,163 ","  21,058 ","  11,755 ","  3,840 ","  14,510 ","  6,095 ","  6,792 ","  8,171 ","  4,973 ","  4,411 ","  2,371 ","  1,560 ","  1,063 ","  1,216 ","  8,674 ","  3,333 ","  2,503 ",,,,,#REF!
,,,Total - Non-Vaccine,"1,137",6.5%,"  7,141,338 ","  2,358,711 ","  1,668,634 ","  1,790,156 ","  1,323,837 ","  649,893 ","  900,468 ","  808,350 ","  577,038 ","  645,799 ","  445,797 ","  430,512 ","  689,991 ","  669,653 ","  450,273 ","  510,688 ","  362,876 ",12.4%,"  9,824,331 ","  2,103,027 ","  2,835,981 ","  2,477,531 ","  2,407,792 ","  506,151 ","  770,031 ","  826,845 ","  737,758 ","  816,122 ","  1,282,101 ","  875,343 ","  806,677 ","  795,511 ","  819,916 ","  744,712 ","  843,164 ",17.1%,"  11,405,405 ","  2,620,684 ","  2,669,576 ","  3,145,424 ","  2,969,721 ","  898,106 ","  781,659 ","  940,919 ","  856,702 ","  973,145 ","  839,729 ","  1,043,014 ","  1,163,351 ","  939,059 ","  1,106,233 ","  865,218 ","  998,270 ",30.7%,"  20,425,208 ","  2,980,289 ","  17,444,919 ","  2,980,289 ","  3,682,403 ","  7,080,108 ","  6,682,408 ","  928,126 ","  977,696 ","  1,074,467 ","  807,971 ","  1,110,601 ","  1,763,830 ","  2,140,590 ","  2,446,249 ","  2,493,269 ","  2,529,636 ","  2,180,408 ","  1,972,365 ",63.5%,"  12,100,196 ","  4,265,379 ","  3,240,170 ","  2,681,341 ","  1,913,305 ","  1,672,148 ","  1,250,714 ","  1,342,517 ","  1,111,645 ","  1,039,903 ","  1,088,622 ","  950,972 ","  908,010 ","  822,360 ","  744,136 ","  619,774 ","  549,395 ",,"  7,935 ","  2,621 ","  1,854 ","  1,989 ","  1,471 ",  722 ,"  1,001 ",  898 ,  641 ,  718 ,  495 ,  478 ,  767 ,  744 ,  500 ,  567 ,  403 ,,"  10,916 ","  2,337 ","  3,151 ","  2,753 ","  2,675 ",  562 ,  856 ,  919 ,  820 ,  907 ,"  1,425 ",  973 ,  896 ,  884 ,  911 ,  827 ,  937 ,,"  12,673 ","  2,912 ","  2,966 ","  3,495 ","  3,300 ",  998 ,  869 ,"  1,045 ",  952 ,"  1,081 ",  933 ,"  1,159 ","  1,293 ","  1,043 ","  1,229 ",  961 ,"  1,109 ",,"  22,695 ",  - ,"  22,695 ","  3,311 ","  4,092 ","  7,867 ","  7,425 ","  1,031 ","  1,086 ","  1,194 ",  898 ,"  1,234 ","  1,960 ","  2,378 ","  2,718 ","  2,770 ","  2,811 ","  2,423 ","  2,192 ",,,,,#REF!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!
,,,Grand Total,"2,165",100.0%,"  110,346,580 ","  22,504,181 ","  27,026,160 ","  23,006,065 ","  37,810,174 ","  9,477,973 ","  6,536,554 ","  6,489,654 ","  7,203,376 ","  11,651,187 ","  8,171,597 ","  6,169,053 ","  9,700,311 ","  7,136,701 ","  13,709,784 ","  16,223,786 ","  7,876,604 ",100.0%,"  79,347,852 ","  19,515,773 ","  18,512,840 ","  11,158,132 ","  30,161,107 ","  7,777,086 ","  6,579,301 ","  5,159,386 ","  6,098,489 ","  7,704,847 ","  4,709,504 ","  4,214,815 ","  3,905,710 ","  3,037,607 ","  12,562,194 ","  11,079,118 ","  6,519,795 ",100.0%,"  66,556,480 ","  16,500,024 ","  18,174,700 ","  10,440,353 ","  21,441,403 ","  5,598,295 ","  3,836,893 ","  7,064,836 ","  8,892,134 ","  5,575,482 ","  3,707,084 ","  3,907,900 ","  3,727,674 ","  2,804,779 ","  6,464,821 ","  6,454,273 ","  8,522,309 ",100.0%,"  66,471,497 ","  21,932,289 ","  44,539,208 ","  21,932,289 ","  14,261,693 ","  10,535,767 ","  19,741,748 ","  6,413,522 ","  7,090,431 ","  8,428,336 ","  5,283,999 ","  5,080,224 ","  3,897,471 ","  3,544,405 ","  3,403,365 ","  3,587,996 ","  10,336,392 ","  5,180,313 ","  4,225,042 ",100.0%,"  19,056,668 ","  7,497,813 ","  5,881,460 ","  3,371,523 ","  2,305,871 ","  3,334,850 ","  2,280,014 ","  1,882,949 ","  2,353,394 ","  2,036,635 ","  1,491,431 ","  1,280,860 ","  1,166,968 ","  923,696 ","  952,203 ","  748,227 ","  605,441 ",,"  122,607 ","  25,005 ","  30,029 ","  25,562 ","  42,011 ","  10,531 ","  7,263 ","  7,211 ","  8,004 ","  12,946 ","  9,080 ","  6,855 ","  10,778 ","  7,930 ","  15,233 ","  18,026 ","  8,752 ",,"  88,164 ","  21,684 ","  20,570 ","  12,398 ","  33,512 ","  8,641 ","  7,310 ","  5,733 ","  6,776 ","  8,561 ","  5,233 ","  4,683 ","  4,340 ","  3,375 ","  13,958 ","  12,310 ","  7,244 ",,"  73,952 ","  18,333 ","  20,194 ","  11,600 ","  23,824 ","  6,220 ","  4,263 ","  7,850 ","  9,880 ","  6,195 ","  4,119 ","  4,342 ","  4,142 ","  3,116 ","  7,183 ","  7,171 ","  9,469 ",,"  73,857 ",  - ,"  73,857 ","  24,369 ","  15,846 ","  11,706 ","  21,935 ","  7,126 ","  7,878 ","  9,365 ","  5,871 ","  5,645 ","  4,331 ","  3,938 ","  3,782 ","  3,987 ","  11,485 ","  5,756 ","  4,694 ",,,,,#REF!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!
,,,Total Loaded,14%,,"  110,346,580 ","  22,504,181 ","  27,026,160 ","  23,006,065 ","  37,810,174 ","  9,477,973 ","  6,536,554 ","  6,489,654 ","  7,203,376 ","  11,651,187 ","  8,171,597 ","  6,169,053 ","  9,700,311 ","  7,136,701 ","  13,709,784 ","  16,223,786 ","  7,876,604 ",,"  79,347,852 ","  19,515,773 ","  18,512,840 ","  11,158,132 ","  30,161,107 ","  7,777,086 ","  6,579,301 ","  5,159,386 ","  6,098,489 ","  7,704,847 ","  4,709,504 ","  4,214,815 ","  3,905,710 ","  3,037,607 ","  12,562,194 ","  11,079,118 ","  6,519,795 ",,"  66,556,480 ","  16,500,024 ","  18,174,700 ","  10,440,353 ","  21,441,403 ","  5,598,295 ","  3,836,893 ","  7,064,836 ","  8,892,134 ","  5,575,482 ","  3,707,084 ","  3,907,900 ","  3,727,674 ","  2,804,779 ","  6,464,821 ","  6,454,273 ","  8,522,309 ",,"  72,706,986 ","  21,932,289 ","  50,774,697 ","  21,932,289 ","  16,258,330 ","  12,010,774 ","  22,505,592 ","  6,413,522 ","  7,090,431 ","  8,428,336 ","  6,023,758 ","  5,791,455 ","  4,443,117 ","  4,040,622 ","  3,879,837 ","  4,090,316 ","  11,783,487 ","  5,905,557 ","  4,816,548 ",,"  21,724,601 ","  8,547,507 ","  6,704,865 ","  3,843,536 ","  2,628,693 ","  3,801,729 ","  2,599,216 ","  2,146,562 ","  2,682,869 ","  2,321,764 ","  1,700,231 ","  1,460,180 ","  1,330,343 ","  1,053,013 ","  1,085,512 ","  852,978 ","  690,203 ",,"  122,607 ","  25,005 ","  30,029 ","  25,562 ","  42,011 ","  10,531 ","  7,263 ","  7,211 ","  8,004 ","  12,946 ","  9,080 ","  6,855 ","  10,778 ","  7,930 ","  15,233 ","  18,026 ","  8,752 ",,"  88,164 ","  21,684 ","  20,570 ","  12,398 ","  33,512 ","  8,641 ","  7,310 ","  5,733 ","  6,776 ","  8,561 ","  5,233 ","  4,683 ","  4,340 ","  3,375 ","  13,958 ","  12,310 ","  7,244 ",,"  73,952 ","  18,333 ","  20,194 ","  11,600 ","  23,824 ","  6,220 ","  4,263 ","  7,850 ","  9,880 ","  6,195 ","  4,119 ","  4,342 ","  4,142 ","  3,116 ","  7,183 ","  7,171 ","  9,469 ",,"  80,786 ",  - ,"  80,786 ","  24,369 ","  18,065 ","  13,345 ","  25,006 ","  7,126 ","  7,878 ","  9,365 ","  6,693 ","  6,435 ","  4,937 ","  4,490 ","  4,311 ","  4,545 ","  13,093 ","  6,562 ","  5,352 ",,,,,#REF!
,,,,,,,,,,,"  9,567,827 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,% Composition,,,,,,,,"  89,854 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Revenue Concentration Check,#REF!
,,,Total - Vaccine,47.5%,,93.5%,89.5%,93.8%,92.2%,96.5%,93.1%,86.2%,87.5%,92.0%,94.5%,94.5%,93.0%,92.9%,90.6%,96.7%,96.9%,95.4%,,87.6%,89.2%,84.7%,77.8%,92.0%,93.5%,88.3%,84.0%,87.9%,89.4%,72.8%,79.2%,79.3%,73.8%,93.5%,93.3%,87.1%,,82.9%,84.1%,85.3%,69.9%,86.1%,84.0%,79.6%,86.7%,90.4%,82.5%,77.3%,73.3%,68.8%,66.5%,82.9%,86.6%,88.3%,,69.3%,86.4%,60.8%,86.4%,74.2%,32.8%,66.2%,85.5%,86.2%,87.3%,84.7%,78.1%,54.7%,39.6%,28.1%,30.5%,75.5%,57.9%,53.3%,,36.5%,43.1%,44.9%,20.5%,17.0%,49.9%,45.1%,28.7%,52.8%,48.9%,27.0%,25.8%,22.2%,11.0%,21.9%,17.2%,9.3%,,93.5%,89.5%,93.8%,92.2%,96.5%,93.1%,86.2%,87.5%,92.0%,94.5%,94.5%,93.0%,92.9%,90.6%,96.7%,96.9%,95.4%,,87.6%,89.2%,84.7%,77.8%,92.0%,93.5%,88.3%,84.0%,87.9%,89.4%,72.78%,79.23%,79.35%,73.81%,93.47%,93.28%,87.07%,,82.86%,84.12%,85.31%,69.87%,86.15%,83.96%,79.63%,86.68%,90.37%,82.55%,77.35%,73.31%,68.79%,66.52%,82.89%,86.59%,88.29%,,69.3%,0.0%,69.3%,86.4%,74.18%,32.80%,66.15%,85.5%,86.2%,87.3%,84.71%,78.14%,54.74%,39.61%,28.12%,30.51%,75.53%,57.91%,53.32%,,,,Revenue Concentration Check,#REF!
,,,Total - Non-Vaccine,52.5%,,6.5%,10.5%,6.2%,7.8%,3.5%,6.9%,13.8%,12.5%,8.0%,5.5%,5.5%,7.0%,7.1%,9.4%,3.3%,3.1%,4.6%,,12.4%,10.8%,15.3%,22.2%,8.0%,6.5%,11.7%,16.0%,12.1%,10.6%,27.2%,20.8%,20.7%,26.2%,6.5%,6.7%,12.9%,,17.1%,15.9%,14.7%,30.1%,13.9%,16.0%,20.4%,13.3%,9.6%,17.5%,22.7%,26.7%,31.2%,33.5%,17.1%,13.4%,11.7%,,30.7%,13.6%,39.2%,13.6%,25.8%,67.2%,33.8%,14.5%,13.8%,12.7%,15.3%,21.9%,45.3%,60.4%,71.9%,69.5%,24.5%,42.1%,46.7%,,63.5%,56.9%,55.1%,79.5%,83.0%,50.1%,54.9%,71.3%,47.2%,51.1%,73.0%,74.2%,77.8%,89.0%,78.1%,82.8%,90.7%,,6.5%,10.5%,6.2%,7.8%,3.5%,6.9%,13.8%,12.5%,8.0%,5.5%,5.5%,7.0%,7.1%,9.4%,3.3%,3.1%,4.6%,,12.4%,10.8%,15.3%,22.2%,8.0%,6.5%,11.7%,16.0%,12.1%,10.6%,27.22%,20.77%,20.65%,26.19%,6.53%,6.72%,12.93%,,17.14%,15.88%,14.69%,30.13%,13.85%,16.04%,20.37%,13.32%,9.63%,17.45%,22.65%,26.69%,31.21%,33.48%,17.11%,13.41%,11.71%,,30.7%,0.0%,30.7%,13.6%,25.82%,67.20%,33.85%,14.5%,13.8%,12.7%,15.29%,21.86%,45.26%,60.39%,71.88%,69.49%,24.47%,42.09%,46.68%,,,,,
,,,,,,,,,,,"44,927.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead Wise Summary,#REF!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,,,,,,OK,OK,OK,OK,OK,ok,OK,OK,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,,,,,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"  79,347,852 ",,,,,"  7,777,086 ","  6,579,301 ","  5,159,386 ","  6,098,489 ","  7,704,847 ","  4,709,504 ","  4,214,815 ","  3,905,710 ","  3,037,607 ","  12,562,194 ","  11,079,118 ","  6,519,795 ",,,,,,,"  5,598,295 ","  3,836,893 ","  7,064,836 ","  8,892,134 ","  5,575,482 ","  3,707,084 ","  3,907,900 ","  3,727,674 ","  2,804,779 ","  6,464,821 ","  6,454,273 ","  8,522,309 ",,,,,,,,,"  6,413,522 ","  7,090,431 ","  8,428,336 ","  5,283,999 ","  5,080,224 ","  3,897,471 ","  3,544,405 ","  3,403,365 ","  3,587,996 ","  10,336,392 ","  5,180,313 ","  4,225,042 ",,,,,,,"3,334,850","2,280,014","1,882,949","2,353,394","2,036,635","1,491,431","1,280,860","1,166,968","923,696","952,203","748,227","605,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,"$16,500,024","$18,174,700","$10,440,353","$21,441,403",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,,"$21,932,289","$14,261,693","$10,535,767","$19,741,748",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,"$7,497,813","$5,881,460","$3,371,523","$2,305,871",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  2,242,096 ","  11,742,278 ","  10,334,406 ","  5,676,631 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  795,511 ","  819,916 ","  744,712 ","  843,164 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
